AUDIT,External Audit,12000,Next Geenration Parking Limited( Dubai Branch),14/05/2019
AUDIT,External Audit,5000,Next Generation Parking Limited,14/05/2019
AUDIT,External Audit,15000,Sobek Trading FZC,14/05/2019
AUDIT,External Audit,7500,CREDAL Artificial Intelligence Networks Ltd,13/05/2019
TAX,Return filing,1200,Lakeyard Contracting LLC,13/05/2019
AUDIT,External Audit,12500,Visiontech Ideal Contracting LLC,13/05/2019
TAX,Implementation,500,Jassim Garden Centre,12/05/2019
AUDIT,External Audit,7000,Silvershield Trading Co. LLC,12/05/2019
TAX,Compliance/ Advisory,18000,Abu Dhabi International Pvt School WLL,12/05/2019
TAX,Compliance/ Advisory,9500,Motrex MME Auto Spare Parts Trading LLC,09/05/2019
AUDIT,External Audit,6000,OBS General Trading - Retail,08/05/2019
AUDIT,External Audit,10000,Legendre Bin Sulaiman,08/05/2019
DD/VAL,Valuation,100000,BE WELL PHARMACEUTICALS & MEDICAL EQUIPMENT TRADING COM.,07/05/2019
TAX,Registration,1500,Gulf Agency Company Limited & GAC Group (Holdings) Limited,07/05/2019
AUDIT,Finalisation,3000,Anaum International Electronics LLC,07/05/2019
TAX,Return filing,1000,Dream Roofs Real Estate,07/05/2019
Backlog,1500,,,
1700,,,,
AUDIT,External Audit,5000,Klampfer Holdings Middle East (FZC),06/05/2019
AUDIT,External Audit,5000,M3 Marine Innovative Technologies Sole Proprietorship LLC,06/05/2019
AUDIT,External Audit,8000,Delta Digital Systems Co. LLC,06/05/2019
ACCOUNTS,Backlog,15000,Belectric Gulf Limited,05/05/2019
AUDIT,External Audit,12000,Klampher Middle East,05/05/2019
AUDIT,Certification,1500,The Pizza Factory LLC,01/05/2019
AUDIT,Finalisation,1500,Bartawi General Contracting,01/05/2019
AUDIT,Finalisation,24000,Bartawi General Contracting,01/05/2019
TAX,Return filing,1000,Profit Technical Services,30/04/2019
CID,Liquidation,,34 Ignite Marketing JLT,30/04/2019
AUDIT,External Audit,,Rubicon Exotic Drinks FZE,29/04/2019
ACCOUNTS,Accounts Updation,2000,Qantara Partners LLC,28/04/2019
TAX,Registration,1000,Mindset Marketing Consultancies,27/04/2019
TAX,Compliance/ Advisory,500,Classic Touch Gifts Trading LLC,27/04/2019
TAX,Registration,1000,Emirates Grand Hotel,27/04/2019
TAX,Registration,1000,Perfect Technical Services,27/04/2019
TAX,Return filing,150,Castillo Interiors,25/04/2019
AUDIT,External Audit,12000,Al Safa transport LLC,25/04/2019
AUDIT,Certification,1500,JAH Accounting Services,25/04/2019
TAX,De-registration,1000,Kuwait Gold LLC,24/04/2019
IA,Internal audit,11250,Quick Insurance services,24/04/2019
AUDIT,External Audit,7000,Scalla Human Resources Consultancy,24/04/2019
AUDIT,External Audit,14000,Scalla Contracting LLC,24/04/2019
AUDIT,External Audit,6000,VAAO ADVERTISING FZ LLC,24/04/2019
ACCOUNTS,Accounts Updation,1500,Knot Home Decoration Materials Trading LLC,23/04/2019
AUDIT,External Audit,12000,Guide Line Decor LLC,23/04/2019
CID,Incorporation,4000,Ricky AUH Branch company formation,23/04/2019
AUDIT,External Audit,4000,Maestro Automotive FZCO,22/04/2019
ACCOUNTS,Accounts Updation,5000,Magenta Stars Communications FZ-LLC,22/04/2019
TAX,Return filing,300,Boxmakers W.L.L,21/04/2019
TAX,Return filing,3000,EURO-DIESEL FZE,21/04/2019
TAX,Implementation,630,Boxmakers W.L.L,21/04/2019
TAX,Compliance/ Advisory,1500,Trend Industries FZC,21/04/2019
ACCOUNTS,Accounts Updation,1500,AlBahar Technical Products Trading FZC,20/04/2019
External Audit,7000,,,
CID,Incorporation,,Tharun - Winter halter (Bahrain company formation),18/04/2019
DD/VAL,Valuation,16500,Extra Ordinary Lighting Equipment Trading LLC,18/04/2019
External Audit,8000,,,
TAX,Compliance/ Advisory,3000,Al fazance Consulting DMCC,18/04/2019
AUDIT,IFRS,11000,STAR TRIVITRON LLC,18/04/2019
TAX,Compliance/ Advisory,,Kabeer Consultant,17/04/2019
AUDIT,External Audit,6000,Joint Creative Technical Services LLC,17/04/2019
TAX,Return filing,1500,Mozanta Technologies LLC,17/04/2019
External Audit,6500,,,
TAX,Registration,1000,Transpoint Building,17/04/2019
TAX,Return filing,1500,Breem Sweets LLC,16/04/2019
AUDIT,External Audit,5000,Samsung C & T Corporation,16/04/2019
AUDIT,External Audit,3000,SPARES MACHINES SERVICES (FZC),15/04/2019
TAX,Compliance/ Advisory,15000,Trouvay & Cauvin Gulf,14/04/2019
TAX,De-registration,,Muhammed Idrees - Freelancer/ Consultant,14/04/2019
TAX,De-registration,1000,Nadia Saloon,14/04/2019
AUDIT,External Audit,14000,Tuscany Linen L.L.C.,14/04/2019
AUDIT,External Audit,4500,Anantha Global FZE,14/04/2019
TAX,Registration,50,Intertek Industry W.L.L,10/04/2019
TAX,Compliance/ Advisory,7000,Mahmood Mallik International General Trading Co LLC,09/04/2019
AUDIT,External Audit,6000,Advania consult DWC- LLC,09/04/2019
AUDIT,External Audit,3000,Retail Marketing DMCC,09/04/2019
TAX,Return filing,3000,Mega Mall Group,08/04/2019
CID,Incorporation,,George Abu Dhabi DSO (Zaman Marketing Consultancy & Studies),08/04/2019
AUDIT,External Audit,7000,Semyx FZE,08/04/2019
AUDIT,Certification,8000,Keysquare DMCC,08/04/2019
CID,Incorporation,5000,Waho Landscape L.L.C,07/04/2019
AUDIT,Certification,3200,The Pizza Factory LLC,04/04/2019
AUDIT,External Audit,285,Frescom International Trading W.L.L,03/04/2019
AUDIT,External Audit,7500,Brook Marine Equipment LLC,03/04/2019
TAX,Implementation,700,Abeer Akbari Group,03/04/2019
TAX,Compliance/ Advisory,5000,JBC RAK LLC,03/04/2019
CID,Liquidation,4000,Easy Wedding,02/04/2019
AUDIT,External Audit,6000,Nova way contracting LLC,02/04/2019
AUDIT,External Audit,4000,Increscent IPD DMCC,02/04/2019
AUDIT,External Audit,4000,Topnet Distribution LLC,01/04/2019
AUDIT,External Audit,8000,ZTC International FZC,01/04/2019
TAX,Return filing,60000,Nazih Group,01/04/2019
AUDIT,External Audit,7000,Connections FZE,01/04/2019
AUDIT,External Audit,30000,Express Gayathy,31/03/2019
ACCOUNTS,Accounts Updation,1500,Luxury Art Limited,30/03/2019
ACCOUNTS,Accounts Updation,7500,Romeo Interiors Factory LLC,30/03/2019
AUDIT,External Audit,8000,Dubai Bowling LLC,28/03/2019
AUDIT,External Audit,10000,Image Investment LLC,27/03/2019
AUDIT,External Audit,5000,Aafiya Management Consultancy FZE,26/03/2019
AUDIT,External Audit,20000,Al Bilad Industries & Trading FZCO,26/03/2019
AUDIT,External Audit,5000,LM Training and Consultancy DWC LLC,26/03/2019
TAX,Return filing,1500,Remal Delivery,24/03/2019
TAX,Registration,500,Wave Fitness LLC,23/03/2019
TAX,Return filing,4500,Star Corporation Restaurants Management LLC,23/03/2019
TAX,Compliance/ Advisory,25000,Al Ghurair Construction,21/03/2019
ACCOUNTS,Review of Accounts,6000,Boom Coffe and Roasters DMCC,21/03/2019
AUDIT,External Audit,15000,Progressive Technology FZE,21/03/2019
TAX,Compliance/ Advisory,7000,Gireesh,21/03/2019
External Audit,,,,
ACCOUNTS,Accounts Updation,2750,Energy Management and Controls Company FZ-LLC,21/03/2019
External Audit,4500,,,
ACCOUNTS,Backlog,5000,Trivitron Healthcare Africa FZ-LLC,21/03/2019
AUDIT,External Audit,300,Golden Harbour General Trading SPC,20/03/2019
AUDIT,External Audit,20000,Pizzaro Group,20/03/2019
AUDIT,External Audit,3000,Indiga Steel Wood Industries FZC,20/03/2019
AUDIT,External Audit,6000,MA BEV CONSULT DWC LLC,20/03/2019
AUDIT,External Audit,6000,"The Indus  Enterpreneurs ( Middle East)  Limited , Dubai , UAE",19/03/2019
IA,Internal audit,60000,Aloft Palm Jumeirah,19/03/2019
TAX,De-registration,2000,Ahura FZE,17/03/2019
IA,Internal audit,8000,Electrical Energy Efficiency FZE,17/03/2019
Return filing,2000,,,
IA,Internal audit,32000,Electrical Energy Efficiency FZE,17/03/2019
ACCOUNTS,Accounts Supervision,2000,Boon Coffe and Roasters DMCC,17/03/2019
CID,Liquidation,5000,Al Fihr Technical Services LLC,16/03/2019
AUDIT,External Audit,7500,Ergon Resources DMCC,14/03/2019
AUDIT,External Audit,9000,Aqua Arab Trading LLC,14/03/2019
CID,Incorporation,7000,Etihad Energy services,14/03/2019
TAX,Return filing,150,Trigon W.L.L,13/03/2019
TAX,Return filing,3000,United Precast Concrete,13/03/2019
AUDIT,External Audit,6000,Waves Group FZC,13/03/2019
AUDIT,External Audit,5000,Al Saqr Al Masy Car Rental,12/03/2019
AUDIT,External Audit,3500,Sirocco Arabia DMCC,12/03/2019
IA,Internal audit,1000,Perfect Radiators_Abu Dhabi,12/03/2019
IA,Internal audit,1000,Perfect Radiators_Ras Al Khaimah,12/03/2019
TAX,Registration,750,Aboobaker Siddique,11/03/2019
AUDIT,External Audit,6000,Crystal Line Environment Protection Equipments Trading and Crystal Line Cleaning & Environmental Services,11/03/2019
AUDIT,External Audit,15000,Blue Apple Media Com-FZ-LLC,11/03/2019
TAX,Implementation,375,Arabital Shipping Bahrain,11/03/2019
IA,Internal audit,3000,INTERGLOBE MARINE LLC,10/03/2019
External Audit,3000,,,
AUDIT,External Audit,5000,New World Capital Advisors DWC - LLC,10/03/2019
AUDIT,External Audit,7000,Salem Industry LLC,10/03/2019
AUDIT,External Audit,12000,Klampfer  Brayan Electromechanical Contracting,10/03/2019
ACCOUNTS,Accounts Updation,2500,Pastryology Cafe and Resturant,10/03/2019
TAX,Compliance/ Advisory,2000,United Precast Concrete,07/03/2019
TAX,Compliance/ Advisory,6000,Lucky Aeon Real Estate Developer ( Group),07/03/2019
AUDIT,External Audit,26000,Lucky Aeon Real Estate Developer ( Group),07/03/2019
AUDIT,External Audit,6000,Blue Oasis Veterinary Clinic LLC,06/03/2019
CID,PRO,2000,L & T,06/03/2019
TAX,Return filing,3000,Rawlplug Building & Construction Materials,06/03/2019
AUDIT,External Audit,6000,INOTEC Middle East FZC,06/03/2019
TAX,Compliance/ Advisory,4000,Century  Financial Consultancy LLC,06/03/2019
1000,,,,
IA,Internal audit,18000,IDBI Bank Limited,05/03/2019
AUDIT,External Audit,5000,Amani Technoogies Limited,05/03/2019
TAX,Implementation,400,Gulf Tissues,05/03/2019
AUDIT,External Audit,5000,EIMAS DMCCO,05/03/2019
TAX,Return filing,2500,Continent Representation of Comapnies,05/03/2019
CID,Liquidation,4000,Tag Vinatti FZ - LLC,05/03/2019
AUDIT,External Audit,9000,Electrical Energy Efficiency FZE,04/03/2019
TAX,De-registration,1000,Kairos LLC,04/03/2019
AUDIT,External Audit,15000,Citadel Properties,04/03/2019
CID,Incorporation,5000,AKC International FZ-LLC,04/03/2019
TAX,Return filing,1500,ALPHA PRIME BUILDING MATERIALS TRADING LLC,04/03/2019
AUDIT,External Audit,5000,Wldy Center For Kids Rehabilation,02/03/2019
AUDIT,External Audit,5000,Napag Middle East FZCO,28/02/2019
AUDIT,External Audit,40000,Sahara Energy Resources DMCC,28/02/2019
AUDIT,External Audit,20000,Gulf Trade & Logistics DMCC,28/02/2019
AUDIT,External Audit,10000,SIVC Infrastructure DMCC,28/02/2019
AUDIT,External Audit,30000,Asiana Pacific Trading DMCC,28/02/2019
CID,Liquidation,2000,INFLECTION POINT ADVISORS DMCC,28/02/2019
TAX,Compliance/ Advisory,14000,I-lIFE Digital Technology L.L.C,28/02/2019
3000,,,,
AUDIT,External Audit,3500,Zagalia Trading DMCC,27/02/2019
AUDIT,External Audit,5000,A.S.P Project Management,27/02/2019
AUDIT,External Audit,5000,Dolphin Building Contracting LLC,27/02/2019
TAX,Tax Agent Service,3500,Elite Petroleum LLC,26/02/2019
AUDIT,Finalisation,12000,Cygnus Telecom LLC,26/02/2019
TAX,Return filing,2500,Mohammed Bin Ahmad Bin Saeed Al Qassimi,26/02/2019
AUDIT,External Audit,8000,Unico Global Logistics LLC,26/02/2019
TAX,Compliance/ Advisory,250,Golden Cherokee Garments LLC,25/02/2019
CID,Incorporation,5500,T Dex LLC,25/02/2019
AUDIT,External Audit,9000,Energy Exploration & Development Co. Ltd. DMCC,24/02/2019
AUDIT,External Audit,9500,Life line General Trading CO LLC,24/02/2019
AUDIT,External Audit,5000,Phoenix Middle East Safety and Fire Engineering Consultancy LLC,24/02/2019
ACCOUNTS,Accounts Updation,1500,A2Z DEBT COLLECTION LLC,21/02/2019
AUDIT,External Audit,9000,Afak Industries FZE,21/02/2019
TAX,Compliance/ Advisory,250,Laila Nooruddin Mohammad Mustafa Abdullatif,21/02/2019
TAX,Compliance/ Advisory,1000,Al Asqr Al Sahabi Tourism,20/02/2019
AUDIT,External Audit,5000,Al Asqr Al Sahabi Tourism,20/02/2019
AUDIT,External Audit,8000,APL Logistics Middle East LLC,20/02/2019
TAX,Return filing,1500,Abdulla Nasser Mohamed  Alhoul Alsuwaidi,18/02/2019
TAX,Compliance/ Advisory,15000,Dorf Ketal Chemicals FZE,18/02/2019
AUDIT,External Audit,3500,Regalrays Hr Consulting,18/02/2019
TAX,Registration,500,Hemam Leaning Support Center,17/02/2019
AUDIT,External Audit,7000,Anisha International DMCC,14/02/2019
AUDIT,External Audit,6000,Integral Shopper FZ-LLC,14/02/2019
TAX,Return filing,500,Marie Westphal,13/02/2019
TAX,Registration,1000,Farhat Omar Mohamed,13/02/2019
AUDIT,External Audit,20000,Eagle Films Middle East LLC,13/02/2019
AUDIT,External Audit,5000,United Business Line DMCC,13/02/2019
AUDIT,External Audit,6000,"Grand Café Boulevard LLC, Al Manara",13/02/2019
AUDIT,External Audit,16000,"Grand Café Boulevard LLC, Dubai Mall",13/02/2019
CID,Liquidation,6000,RAK Parijatha Tiles LLC,12/02/2019
TAX,Compliance/ Advisory,3500,Gulf Petrochemicals & Chemicals Association,12/02/2019
ACCOUNTS,Backlog,4500,Andika General Trading Co. (LLC),12/02/2019
DD/VAL,Valuation,20000,Gulf General Investment Co & GIGICO Property Service,10/02/2019
AUDIT,External Audit,8000,Al Kharji LLC,10/02/2019
AUDIT,External Audit,6000,Burness Corlett Three Quays,10/02/2019
ACCOUNTS,Accounts Updation,1500,GNT Middle East FZ LLC,10/02/2019
External Audit,5000,,,
TAX,Return filing,2500,Emirates Refreshments PSC,10/02/2019
TAX,Compliance/ Advisory,6500,Emirates Refreshments PSC,10/02/2019
AUDIT,External Audit,5000,Global strategem FZC,10/02/2019
TAX,Compliance/ Advisory,20000,"Daimler AG, RLC Middle East",10/02/2019
TAX,Compliance/ Advisory,500,Spectraline Industrial equipment Trading LLC,07/02/2019
TAX,Return filing,1000,Ebrahim Dawood Ebrahim Nonoo,07/02/2019
AUDIT,External Audit,21000,National Resources Insurance Services Co. LLC,07/02/2019
AUDIT,External Audit,10000,Foresight Group Services limited FZCO,06/02/2019
AUDIT,External Audit,6500,Red International Exibition management Group,06/02/2019
AUDIT,External Audit,5000,OZCO LLC,06/02/2019
AUDIT,External Audit,6000,Almealim Sweets Factory LLC,06/02/2019
AUDIT,External Audit,3500,Nadiya LLC,06/02/2019
AUDIT,External Audit,10000,Adeka Al Ghurair Additives LLC,05/02/2019
TAX,Tax Agent Service,500,Firatech General Trading LLC,05/02/2019
5000,,,,
External Audit,5000,,,
CID,Incorporation,10000,DOA Trading DMCC,05/02/2019
TAX,Implementation,900,Hotpack Trading Co. WLL,04/02/2019
200,,,,
TAX,Return filing,6000,Vita Vision Medical supplies LLC,04/02/2019
TAX,Return filing,1000,Alpha Tech DMCC,03/02/2019
AUDIT,External Audit,8000,Bastion Commodity Trading DMCC,03/02/2019
AUDIT,External Audit,6000,Baso Global DMCC,03/02/2019
AUDIT,External Audit,5000,Sas Management Advisors DMCC,03/02/2019
TAX,Return filing,1500,Al Abbar Group,03/02/2019
ACCOUNTS,Review of Accounts,7500,Romeo Interiors Factory LLC,03/02/2019
CID,Incorporation,10000,Blue Apple Advertising Media LLC,02/02/2019
CID,Liquidation,6500,Lesker Trading Co.LLC,02/02/2019
TAX,Compliance/ Advisory,30000,Al Ghaith Oil Field,31/01/2019
AUDIT,External Audit,12000,Antics Land,31/01/2019
AUDIT,External Audit,15000,Citadel Properties,31/01/2019
AUDIT,External Audit,4500,KAM General Contracting and Maintenance,30/01/2019
AUDIT,External Audit,5000,Travex travel  and Tourism,30/01/2019
AUDIT,External Audit,5000,Top star Hotel,30/01/2019
AUDIT,External Audit,5000,Royal Yachts and Boats Rental,30/01/2019
AUDIT,External Audit,4500,OBK Business Centre,30/01/2019
AUDIT,External Audit,4500,OBK Properties,30/01/2019
ACCOUNTS,Accounts Updation,2000,DLT Consulting Ltd,30/01/2019
AUDIT,External Audit,7500,Sprinklr Middle East,30/01/2019
IA,Internal audit,4000,ZEROFAT GROUP,30/01/2019
AUDIT,External Audit,10000,DIETSWELL,29/01/2019
AUDIT,Certification,2500,Mr. Mohammed Rizwan,29/01/2019
CID,Liquidation,,Raj,29/01/2019
TAX,Registration,1500,new Classic Portal,29/01/2019
TAX,Implementation,600,Ahmed R.Aljalahma & Bros Co,29/01/2019
AUDIT,Certification,500,Pia,29/01/2019
TAX,Registration,500,Fountain Hills Real Estate Management Supervision Service LLC,28/01/2019
AUDIT,External Audit,5000,Naficon Fibre Optic Manufacturing LLC,28/01/2019
AUDIT,External Audit,4000,Anbak Telecommunications LLC,28/01/2019
AUDIT,External Audit,9000,Al Rayan Hotel,28/01/2019
AUDIT,External Audit,7500,Al Shiba Properties,28/01/2019
AUDIT,External Audit,40000,Oil & Gas Construction LLC,27/01/2019
AUDIT,External Audit,7000,Quick Insurance services,27/01/2019
AUDIT,External Audit,8000,PKP Consulting DMCC,26/01/2019
AUDIT,External Audit,5500,Al fazance Consulting DMCC,26/01/2019
AUDIT,External Audit,8000,FM International FZC,24/01/2019
AUDIT,External Audit,16000,Zams International FZCO,24/01/2019
AUDIT,External Audit,5000,Trend Middle East DMCC,24/01/2019
AUDIT,External Audit,5000,Comsar DMCC,24/01/2019
CID,Incorporation,,ZTC International FZC,23/01/2019
TAX,Return filing,1500,Royal Thai LLC,23/01/2019
AUDIT,External Audit,4000,Magenta Stars Communications FZ-LLC,23/01/2019
AUDIT,External Audit,25000,Belectric Gulf Limited,23/01/2019
AUDIT,External Audit,7000,Interpharmex FZC,23/01/2019
AUDIT,External Audit,6000,Interbrands Trading FZC,23/01/2019
TAX,Excise,5000,Power Boom Trading LLC,23/01/2019
AUDIT,External Audit,6000,Isisan Engineering FZCO,23/01/2019
AUDIT,External Audit,5000,CMETS Oil Fields Services,22/01/2019
AUDIT,External Audit,6000,GPK Marine Management Services FZE,22/01/2019
TAX,Compliance/ Advisory,4000,Farhat Omar Mohamed,22/01/2019
,,,Avionics Travel & Holidays  LLC,21/01/2019
AUDIT,External Audit,5000,Comtech Solutions FZE,21/01/2019
AUDIT,Agreed upon procedure,3000,Aqua Arab Trading LLC,21/01/2019
AUDIT,External Audit,5000,Get Consultants DMCC,21/01/2019
TAX,Compliance/ Advisory,2500,DIETSWELL,21/01/2019
TAX,Return filing,2500,Droo Defense Equipments,21/01/2019
AUDIT,External Audit,19000,Aras Group,21/01/2019
TAX,Return filing,5000,Quick Registration Group of Companies,20/01/2019
AUDIT,External Audit,9000,The Royal Ruby Companies Representation LLC,20/01/2019
AUDIT,External Audit,12000,Petroleum Equipment International Middle East FZC,20/01/2019
AUDIT,External Audit,5000,"Riviera Beauty Centre LLC, Rak",20/01/2019
AUDIT,External Audit,5000,"Riviera Palace Beauty Centre LLC, Rak",20/01/2019
AUDIT,External Audit,8000,"Al Khat Al Raqi Building Contracting LLC , Sharjah",20/01/2019
AUDIT,External Audit,4500,"Nazih Gents Salon, Br. Dubai , Etihad Mall",20/01/2019
AUDIT,External Audit,4500,"Nazih Gents Salon, Sharjah",20/01/2019
AUDIT,External Audit,4500,"Nazih Gents Salon, Dubai",20/01/2019
AUDIT,External Audit,5000,"Reviera Spa Centre LLC, Rak",20/01/2019
AUDIT,External Audit,5000,"Rivera Beauty Centre LLC, Fujairah",20/01/2019
AUDIT,External Audit,5000,"Rivera Beauty Centre LLC, Dubai",20/01/2019
TAX,Tax Agent Service,500,Al Mukhmalia Furniture Upholstery,17/01/2019
1500,,,,
AUDIT,External Audit,7500,Visual Trading DWC LLC,17/01/2019
AUDIT,External Audit,5000,Lama DMCC,17/01/2019
AUDIT,External Audit,4500,Advisors 360 DMCC,17/01/2019
AUDIT,External Audit,5000,Comtinu DMCC,17/01/2019
AUDIT,External Audit,7000,Progressum Partners DMCC,17/01/2019
AUDIT,External Audit,10000,SWAN Analytical Instruments,17/01/2019
CID,Liquidation,7500,Royal Food Services Company,16/01/2019
CID,Liquidation,7500,Nestle Toll House Cafr By Chip LLC,16/01/2019
CID,Incorporation,7500,Das & Associates,16/01/2019
CID,Liquidation,7500,Proactive Systems FZCO,16/01/2019
CID,Incorporation,10000,Fire Fighting & Safety Equipment Trading,16/01/2019
CID,Amendments,2000,VZone International LLC Dubai,16/01/2019
CID,Liquidation,7500,Khadadoust General Trading LLC,16/01/2019
CID,Amendments,7500,I T O Restaurant,16/01/2019
CID,Liquidation,6000,Swarovski,16/01/2019
CID,Incorporation,1,Dias FZE,16/01/2019
CID,Incorporation,,RAK ICC Offshore Company,16/01/2019
CID,Incorporation,15000,Jabal Ali Freezone Copmpany,16/01/2019
CID,Incorporation,7000,M/s National Resources for financial consulting LLC,16/01/2019
CID,Liquidation,4000,AA Solutions FZE,16/01/2019
CID,Liquidation,12500,Global Games FZCO,16/01/2019
CID,Liquidation,10000,Business Now Technologies JLT,16/01/2019
CID,Liquidation,7500,Enkay Electronics Trading LLC,16/01/2019
CID,Liquidation,4000,BLUE SOLUTIONS DMCC,16/01/2019
CID,Incorporation,8370,Ronin Trust LLC,16/01/2019
CID,Liquidation,5000,Manaqib Perfumes & Cosmetics Trading LLC,16/01/2019
CID,Liquidation,14500,Qurban Perfumes,16/01/2019
CID,Incorporation,8404,Phoenix LLC,16/01/2019
CID,Liquidation,7500,Markelytics Solutions MENA MARKETING Consultancy,16/01/2019
CID,Incorporation,3500,Dreams general trading LLC,16/01/2019
CID,Liquidation,3500,3teck FZE,16/01/2019
CID,Incorporation,6771,Tee LLC,16/01/2019
CID,Incorporation,1428,Hunter Technical Trading LLC,16/01/2019
CID,Liquidation,13000,Global Upside,16/01/2019
CID,Incorporation,,Rock Design LLC,16/01/2019
CID,Liquidation,10000,Tiara Travel LLC,16/01/2019
CID,Incorporation,11000,Competency LLC,16/01/2019
CID,Incorporation,8742,V&V Associates LLC,16/01/2019
CID,Incorporation,10900,Gade Gui Partners Consultancy LLC,16/01/2019
CID,Incorporation,,Nepton Software Solutions LLC,16/01/2019
CID,Incorporation,1905,Starone it solutions infia private limited,16/01/2019
CID,Incorporation,,ADELTO Technologies Ltd.,16/01/2019
CID,Amendments,5000,Ishraq Dubai LLC Date,16/01/2019
CID,Incorporation,,Hydrics Technical Trading and Oilfiled Supplies LLC,16/01/2019
2000,,,,
CID,Amendments,3500,Elysium Trading DMCC,16/01/2019
CID,Incorporation,6374,Servicing International Trade Events LLC,16/01/2019
CID,Incorporation,4000,Pearl Premium Services LLC,16/01/2019
CID,Incorporation,4833,Schutzcarr Global LLC,16/01/2019
CID,Liquidation,18000,CELL 2 ALL TRADING & Br,16/01/2019
CID,Liquidation,5000,BEE Trading,16/01/2019
CID,Liquidation,5000,Select Trading DMCC,16/01/2019
CID,Incorporation,20000,2020 Holdings Limited,16/01/2019
CID,Incorporation,47045,Telecom Malaysia DMCC,16/01/2019
CID,Liquidation,5000,JBC RAK LLC,16/01/2019
CID,Liquidation,8000,Al Mealim Sweets Factory LLC,16/01/2019
CID,Liquidation,9000,E R P Software Solutions L.L.C,16/01/2019
CID,Liquidation,10000,Eastvie Biopharama FZ-LLC,16/01/2019
CID,Incorporation,11500,Kaizen LLC,16/01/2019
CID,Incorporation,4762,S.G.G Consultancy Middle East FZE,16/01/2019
CID,Incorporation,13045,Lexander General Trading LLC,16/01/2019
CID,Incorporation,5908,LSD Media LLC,16/01/2019
CID,Incorporation,7000,Blue Green LLC,16/01/2019
CID,Incorporation,5904,Natures Grain General Trading LLC,16/01/2019
CID,Liquidation,7500,Catalyst and Spark FZCO,16/01/2019
CID,Liquidation,15000,All Seasons Underwriting Insurance Brokers Limited,16/01/2019
CID,Incorporation,13370,KOG Consulting FZE,16/01/2019
CID,Incorporation,4846,EP and More LLC,16/01/2019
CID,Incorporation,4500,Mode Finserver Private Limited,16/01/2019
CID,Incorporation,5714,Tristate Digital Equipments LLC,16/01/2019
CID,Incorporation,13405,D- Fix IT Support LLC / Afri Media LLC,16/01/2019
CID,Incorporation,11000,CSPT Automation Solutions FZE,16/01/2019
CID,Incorporation,6500,Bluezone Denim LLC,16/01/2019
CID,Liquidation,7500,Mohsin Haider Darwish International Automotive LLC,16/01/2019
CID,Liquidation,5000,Dexterous Gate Trading FZ-LLC,16/01/2019
CID,Incorporation,5000,Toe to toe LLC,16/01/2019
CID,Liquidation,7500,Dubai LLC,16/01/2019
CID,Incorporation,5000,Vivian Crafts FZE,16/01/2019
CID,Incorporation,,Tripl M Aluminium & Glass CO LLC,16/01/2019
CID,Liquidation,4000,Oramine Commodites DMCC,16/01/2019
CID,Incorporation,5409,Value Touch LLC,16/01/2019
CID,Liquidation,7000,Caesar Wood Manufacturing L.L.C,16/01/2019
CID,Incorporation,,WGT FZCO,16/01/2019
CID,Incorporation,4500,Wetar Building Materials Trading LLC,16/01/2019
CID,Incorporation,4086,Edge Trading LLC,16/01/2019
CID,Incorporation,1,KRY GLOBAL DWC - LLC,16/01/2019
CID,Incorporation,1000,Phoenix Strategy Commercial LLC,16/01/2019
CID,Incorporation,10238,Sovereing Holding LLC,16/01/2019
CID,Incorporation,4900,WMF Technical Services co. LLC,16/01/2019
CID,Incorporation,16571,West ship food trading LLC,16/01/2019
CID,Incorporation,,Oregano Foodstuff Trading LLC,16/01/2019
CID,Liquidation,6500,Advolt Media LTD,16/01/2019
CID,Liquidation,15000,Credence D&S Electronics Trading LLC,16/01/2019
CID,Incorporation,5000,Cavial Management Consultancy LLC,16/01/2019
CID,PRO,2500,Hendsa Middle East Consultancy LLC,16/01/2019
CID,Incorporation,2326,Royal Trading LLC,16/01/2019
CID,Incorporation,5000,M.L Consulting Services,16/01/2019
CID,Liquidation,,Prime Tech Trading LLC,16/01/2019
CID,Liquidation,6500,Fast Track Point Shipping Services LLC,16/01/2019
CID,Liquidation,7000,SELLEX AMEA DMCC,16/01/2019
CID,Liquidation,3500,Zennova DMCC,16/01/2019
CID,Liquidation,7500,Noor Alfalah Garments Trading LLC,16/01/2019
CID,Incorporation,3500,Eastive Biopharma FZ - LLC,16/01/2019
CID,Incorporation,5000,Robotiqa Technologies LLC,16/01/2019
CID,Liquidation,3500,Seraph Production FZ- LLC,16/01/2019
CID,Liquidation,6000,Mohsin Haider Darwish Gases LLC,16/01/2019
CID,Liquidation,1,Global Stratagem Consultants FZC,16/01/2019
CID,Incorporation,1,Couturier Fashon Designing LLC,16/01/2019
CID,Incorporation,1,Bahuman Fsion Designing,16/01/2019
CID,Incorporation,1,Abdul Fattah Alsehhi Heavi Machinery & Equipments Retal co.LLC,16/01/2019
CID,Incorporation,1,Umbra Insurance,16/01/2019
CID,Incorporation,1,African Energy Trading FZC,16/01/2019
3000,,,,
CID,Incorporation,1,Techplus FZE,16/01/2019
AUDIT,External Audit,4500,Anderson International DMCC,16/01/2019
AUDIT,External Audit,2100,Russian Maritime Register of Shipping Middle East DMCC,16/01/2019
AUDIT,External Audit,7000,Sea Star Engineering LLC,16/01/2019
CID,Incorporation,,Quest Holding LTD,16/01/2019
CID,Incorporation,,Pertech Consult LTD,16/01/2019
